WKT,name,description
"POLYGON ((-90.5201267 14.5902676, -90.5196118 14.5939223, -90.5268215 14.5775586, -90.5322289 14.5619413, -90.5266499 14.558203, -90.5184101 14.5679225, -90.5062222 14.581878, -90.5138611 14.5919288, -90.5201267 14.5902676))",Zona 14,
