WKT,name,description
"POLYGON ((-90.5132572 14.6168462, -90.5154888 14.6099527, -90.5206387 14.5941716, -90.5049316 14.5896032, -90.4924862 14.5744021, -90.4903404 14.5790539, -90.5029575 14.5932579, -90.5000393 14.5992383, -90.5033009 14.6079593, -90.5095665 14.6108663, -90.5064766 14.6159326, -90.5132572 14.6168462))",Zona 10,
